"domaine_professionnel","grand_domaine","rome","type_structure","id_structure","nombre_de_fiches_de_poste_en_tension","id","id_asp","structure_id_siae","adresse_ligne_1","adresse_ligne_2","ville","code_commune","code_postal","longitude","latitude","département","région"
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,AI,9818,1,9818,613,613,Place Barbarine,"",SALINS LES BAINS,"39500","39110",5.880527,46.944455,"39",Bourgogne-Franche-Comté
G15- Personnel d'étage en hôtellerie,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1501-Employé / Employée d'étage,ETTI,2645,1,2645,3619,3619,"1 Rue Kepler","",CLERMONT FERRAND,"63113","63100",3.120929,45.779708,"63",Auvergne-Rhône-Alpes
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2303-Ripeur / Ripeuse,ACI,4664,1,4664,31,31,"43 Rue Cambresienne","",AVESNES SUR HELPE,"59036","59440",3.926999,50.12055,"59",Hauts-de-France
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,ACI,7582,1,7582,3113,3113,"40 Rue Agustin Fresnel","",TOURS,"37050","37170",0.7244189999999999,47.34249999999998,"37",Centre-Val de Loire
F13- Engins de chantier,"F- Construction, Bâtiment et Travaux publics",F1301-Grutier / Grutière,ETTI,2569,1,2569,2624,2624,"33 Rue du Marechal Juin","",LA ROCHE SUR YON,"85191","85000",-1.422967,46.663349,"85",Pays de la Loire
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2913-Soudeur / Soudeuse,AI,7281,1,7281,812,812,"43 bis Allées Alphonse Karr","",CHALONS EN CHAMPAGNE,"51108","51000",4.367904,48.94784,"51",Grand Est
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1703-Maçon / Maçonne,AI,5813,1,5813,645,645,"26C Route de la Justice","",GAP,"05061","05000",6.105558,44.56537,"05",Provence-Alpes-Côte d'Azur
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1602-Électricien / Électricienne du bâtiment,ACI,5325,1,5325,227,227,"6 Rue des Prés Riants","2ème étage",AIX LES BAINS,"73008","73100",5.909326,45.694457,"73",Auvergne-Rhône-Alpes
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,6117,2,6117,542,542,"157 bis Rue Denfer Rochereau","",LA ROCHELLE,"17300","17000",-1.202967,46.164084,"17",Nouvelle-Aquitaine
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1202-Agent / Agente d'entretien des espaces naturels,EI,6551,1,6551,4208,4208,"1 Boulevard Theophile Roussel","",MENDE,"48095","48000",3.496688,44.517813,"48",Occitanie
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2204-Agent / Agente de nettoyage industriel,AI,5372,4,5372,684,684,"25 Route de Tully","",THONON LES BAINS,"74281","74200",6.493881,46.37177099999999,"74",Auvergne-Rhône-Alpes
H15- Qualité et analyses industrielles,H- Industrie,H1504-Contrôleur / Contrôleuse technique en électricité-électronique,ETTI,2414,1,2414,2454,2454,"15 ter rue de la baie","",LE PORT,"97415","97460",55.267943,-21.010049,"974",La Réunion
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,9357,1,9357,570,570,"7 RUE DES PRAIRIES",ZAE DU SABLAR,DAX,"40088","40100",-1.058644,43.719142,"40",Nouvelle-Aquitaine
A13- Etudes et assistance technique,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1302-Technicien / Technicienne agricole,AI,6716,1,6716,1880,1880,"18 Rue des Grands Moulins","",EPERNON,"28140","28230",1.67862,48.6031,"28",Centre-Val de Loire
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1604-Plaquiste,AI,9354,1,9354,1948,1948,"18 C rue Sadi Carnot","",ST DENIS,"97407","97420",55.29327,-20.93715,"974",La Réunion
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,AI,5361,1,5361,587,587,"2 avenue du collège","",ST MARCELLIN,"38416","38160",5.320337,45.154268,"38",Auvergne-Rhône-Alpes
G12- Animation d'activités de loisirs,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1203-Animateur / Animatrice auprès des jeunes,AI,6844,1,6844,531,531,"15 Rue des Frères Faucher","",LA REOLE,"33352","33190",-0.037046,44.581468,"33",Nouvelle-Aquitaine
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2204-Agent / Agente de nettoyage industriel,ACI,11124,1,11124,6233,6233,Lieu Dit Promenade du Lawa,"",MARIPASOULA,"97353","97370",-54.02853,3.643167,"973",Guyane
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,7881,3,7881,1466,1466,"14 Rue des Peupliers",ZA DES LANDES,TIERCE,"49347","49125",-0.454183,47.618712,"49",Pays de la Loire
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,612,1,612,569,569,"8 RUE MACQUET MICHEDEZ","",BERCK,"62390","62600",1.570206,50.406471,"62",Hauts-de-France
D12- Commerce non alimentaire et de prestations de confort,"D- Commerce, Vente et Grande distribution",D1205-Employé / Employée de pressing,AI,8413,1,8413,776,776,"45 Avenue Georges Brassens",Résidence Hélida,ST DENIS,"97411","97400",55.479517,-20.900684,"974",La Réunion
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1614-Poseur / Poseuse en fermetures de bâtiment,ETTI,11706,1,11706,7118,7118,"6 Pl. du Marché","",EVREUX,"27229","27360",1.278935,49.332361,"27",Normandie
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1103-Préparateur / Préparatrice de commandes,ETTI,3859,1,3859,1518,1518,"12 Place la Fayette","",ST QUENTIN,"02691","02100",3.287427,49.850943,"02",Hauts-de-France
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1101-Cariste,ETTI,11983,1,11983,6450,6450,"107 HOWELL CENTER - MARIGOT","106-107",ST MARTIN,"97801","97150",-63.079373,18.071295,"971",Guadeloupe
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,ETTI,11975,1,11975,2401,2401,"23 Place du General Ferrie",Batiment LAVAL Economie Emploi,LAVAL,"53130","53000",-0.785145,48.076747,"53",Pays de la Loire
J13- Professionnels médico-techniques,J- Santé,J1301-Agent / Agente de service hospitalier (ASH),AI,6597,1,6597,4492,4492,"31 Rue Biron","",GANGES,"34111","34190",3.7059829999999985,43.934455,"34",Occitanie
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1308-Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM),AI,4523,1,4523,861,861,"23 Rue du Galtz",ENTREE A,COLMAR,"68066","68000",7.35385,48.084389,"68",Grand Est
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1619-Couvreur / Couvreuse,ETTI,5078,1,5078,2796,2796,"2 Allee Catherine de Bourbon","",PAU,"64445","64000",-0.359284,43.319955,"64",Nouvelle-Aquitaine
H21- Alimentaire,H- Industrie,H2102-Conducteur / Conductrice de ligne en industrie alimentaire,ETTI,11039,3,11039,6661,6661,"2 rue Owen Chamberlain","",CHALLANS,"85047","85300",-1.881088,46.836202,"85",Pays de la Loire
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1613-Étancheur / Étancheuse,ETTI,3829,1,3829,1652,1652,Rue du Chemin des Dames,"",BRUAY LA BUISSIERE,"62178","62700",2.55245,50.495041,"62",Hauts-de-France
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,7814,1,7814,478,478,"2 BIS PLACE DU CHAMP DE FOIRE",MAISON DE L'EMPLOI ET DE LA FORMATION,NORT SUR ERDRE,"44110","44390",-1.500552,47.43656,"44",Pays de la Loire
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,11140,1,11140,6331,6331,"11 Place Francheville","",PERIGUEUX,"24322","24000",0.717296,45.18282,"24",Nouvelle-Aquitaine
G18- Service,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1803-Serveur / Serveuse en restauration,ACI,5594,1,5594,2894,2894,"209 Impasse des Champs Fleuris","",ST JORIOZ,"74242","74410",6.185323,45.827562,"74",Auvergne-Rhône-Alpes
H33- Préparation et conditionnement,H- Industrie,H3302-Agent / Agente de conditionnement,ETTI,11956,2,11956,6953,6953,"53 RUE ALBERT CAMUS,","",NEVERS,"58194","58000",3.130492,46.99521,"58",Bourgogne-Franche-Comté
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,AI,6716,1,6716,1880,1880,"18 Rue des Grands Moulins","",EPERNON,"28140","28230",1.67862,48.6031,"28",Centre-Val de Loire
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1602-Électricien / Électricienne du bâtiment,ETTI,3876,1,3876,4393,4393,Le PÔLE ECO rue de l’égalité,"",MAUBEUGE,"59627","59600",3.939816,50.283451,"59",Hauts-de-France
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1702-Ouvrier / Ouvrière en voiries,ETTI,2075,1,2075,2106,2106,"91, Square Neptune","",MONTPELLIER,"34172","34080",3.821154,43.630153,"34",Occitanie
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2204-Agent / Agente de nettoyage industriel,EI,7524,1,7524,2827,2827,"6 Avenue du Général Borgnis Desbordes","",VANNES,"56260","56000",-2.78432,47.65573,"56",Bretagne
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1605-Électricien / Électricienne réseaux,ETTI,1571,1,1571,1573,1573,"40 Rue Honhon","",VALENCIENNES,"59606","59300",3.522377,50.362145,"59",Hauts-de-France
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,6657,2,6657,560,560,"12 ter Avenue de Saint-nicolas","",BOURGUEIL,"37031","37140",0.16277,47.285135,"37",Centre-Val de Loire
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,AI,612,1,612,569,569,"8 RUE MACQUET MICHEDEZ","",BERCK,"62390","62600",1.570206,50.406471,"62",Hauts-de-France
D11- Commerce alimentaire et métiers de bouche,"D- Commerce, Vente et Grande distribution",D1105-Poissonnier / Poissonnière,ETTI,3826,1,3826,1671,1671,"232 RUE ROGER SALENGRO","",BRUAY LA BUISSIERE,"62178","62700",2.543672,50.473015,"62",Hauts-de-France
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1205-Sylviculteur / Sylvicultrice,AI,7216,1,7216,1553,1553,"4 rue Justin Alibert","",ALBI,"81004","81000",2.142748,43.922151,"81",Occitanie
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,7870,3,7870,1242,1242,France Services,"1 rue d'Anjou",NOYANT VILLAGES,"49237","49490",0.109452,47.51059599999999,"49",Pays de la Loire
G11- Accueil et promotion touristique,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1102-Chargé / Chargée de promotion touristique,AI,9943,1,9943,1832,1832,ZA de Kerollaire,ESPACE EMPLOI DE RHUYS,VANNES,"56240","56370",-2.78512,47.52118,"56",Bretagne
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,ETTI,11954,1,11954,6943,6943,"4 RUE DE SAINT HELENS","",CHALON SUR SAONE,"71076","71100",4.863068,46.796537,"71",Bourgogne-Franche-Comté
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,4353,2,4353,1775,1775,"103  Av General Leclerc","",VANDOEUVRE LES NANCY,"54547","54500",6.165943,48.663506,"54",Grand Est
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,ETTI,3392,1,3392,3459,3459,"9 rue descartes",ZI SAINTE AGATHE,FLORANGE,"57221","57190",6.123525,49.313919,"57",Grand Est
"I16- Véhicules, engins, aéronefs",I- Installation et Maintenance,I1604-Mécanicien / Mécanicienne automobile,EI,9467,1,9467,5208,5208,"10 Allee de la Pepiniere",BP 118,ST LAURENT DU MARONI,"97311","97320",-54.028533,5.497058,"973",Guyane
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4103-Conducteur / Conductrice de bus,EI,6640,1,6640,4916,4916,"252 RUE DE ROSNY",Service RH Bat A,MONTREUIL,"93048","93100",2.464389,48.869072,"93",Île-de-France
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,8108,1,8108,519,519,"6 Rue Louise Michel","",BOLBEC,"76114","76210",0.485825,49.56939,"76",Normandie
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,ETTI,1607,1,1607,1607,1607,"20 AVENUE COLONEL TEYSSIER","",ALBI,"81004","81000",2.151403,43.924699,"81",Occitanie
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1202-Agent / Agente d'entretien des espaces naturels,ACI,9643,1,9643,5133,5133,Impasse Ppf,"",CHIRONGUI,"97606","97620",45.15848999999999,-12.919735000000006,"976",Mayotte
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1613-Étancheur / Étancheuse,ETTI,10575,1,10575,1652,1652,Rue du Chemin des Dames,"",BRUAY LA BUISSIERE,"62178","62700",2.55245,50.495041,"62",Hauts-de-France
F15- Montage de structures,"F- Construction, Bâtiment et Travaux publics",F1501-Poseur / Poseuse de charpentes ou constructions bois,ETTI,2108,1,2108,2139,2139,"67 Avenue Leon Gambetta","",MONTAUBAN,"82121","82000",1.360655,44.021156,"82",Occitanie
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1402-Aide horticole,ACI,12326,1,12326,2009,2009,impasse de la Croizetière,"",LORIENT,"56193","56670",-3.331452,47.714727,"56",Bretagne
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1607-Employé / Employée de restauration collective,ACI,4633,1,4633,4529,4529,"7 RUE PIERRE DEVIGNON","",ST LOUP SUR AUJON,"52450","52210",5.092774,47.892265,"52",Grand Est
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1103-Préparateur / Préparatrice de commandes,EI,5611,1,5611,3076,3076,"12 impasse cote Thiollière","",ST ETIENNE,"42218","42100",4.427247,45.442513,"42",Auvergne-Rhône-Alpes
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,ETTI,11286,1,11286,6789,6789,"3 bis rue de ROUEN","",SAUMUR,"49328","49400",-0.068957,47.26817,"49",Pays de la Loire
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,19,1,19,1705,1705,"1 Rue Jean Jaurés","",ECOURT ST QUENTIN,"62284","62860",3.065779,50.249638,"62",Hauts-de-France
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2911-Métallier / Métallière,ETTI,9513,1,9513,2454,2454,"15 ter rue de la baie","",LE PORT,"97415","97460",55.267943,-21.010049,"974",La Réunion
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,ACI,4925,1,4925,3205,3205,"168 Rue Arago","",LILLE,"59360","59120",3.0114849999999995,50.61929599999996,"59",Hauts-de-France
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,ACI,9263,1,9263,3121,3121,"8B RUE JACQUARD",SERVICE INSERTION,BESANCON,"25056","25000",5.99365,47.23953,"25",Bourgogne-Franche-Comté
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2902-Chaudronnier / Chaudronnière,ETTI,2174,1,2174,2206,2206,"142 Rue Henri Fichon","",COGNAC,"16102","16100",-0.320891,45.697344,"16",Nouvelle-Aquitaine
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,AI,8393,1,8393,1832,1832,ZA de Kerollaire,ESPACE EMPLOI DE RHUYS,VANNES,"56240","56370",-2.78512,47.52118,"56",Bretagne
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,3894,1,3894,2624,2624,"33 Rue du Marechal Juin","",LA ROCHE SUR YON,"85191","85000",-1.422967,46.663349,"85",Pays de la Loire
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,AI,8125,1,8125,718,718,Place Georges Chedru,MAIRIE,CRIQUETOT L ESNEVAL,"76196","76280",0.265782,49.643814,"76",Normandie
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2305-Agent / Agente de désinsectisation,ETTI,9511,1,9511,2454,2454,"15 ter rue de la baie","",LE PORT,"97415","97460",55.267943,-21.010049,"974",La Réunion
K26- Services funéraires,K- Services à la personne et à la collectivité,K2601-Porteur / Porteuse funéraire,AI,8043,1,8043,776,776,"45 Avenue Georges Brassens",Résidence Hélida,ST DENIS,"97411","97400",55.479517,-20.900684,"974",La Réunion
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,4795,1,4795,1182,1182,"5 Rue de Calais","",NOAILLES,"60462","60430",2.199789,49.329644,"60",Hauts-de-France
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,7343,1,7343,4430,4430,"12 AV GEORGES GERSHWIN",ACTO INSERTION,RIOM,"63473","63200",3.1371949999999997,45.894460999999986,"63",Auvergne-Rhône-Alpes
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,5445,2,5445,1357,1357,"24 Avenue de Rivalta","",VIF,"38545","38450",5.671701,45.055142,"38",Auvergne-Rhône-Alpes
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,6726,1,6726,2198,2198,"8 Rue de l'Avé Maria","",BONNEVAL,"28051","28800",1.387202,48.182381,"28",Centre-Val de Loire
F14- Extraction,"F- Construction, Bâtiment et Travaux publics",F1401-Foreur / Foreuse,ETTI,10701,1,10701,6061,6061,"18 Avenue du 8 Mai 1945",PASSERELLE,SARCELLES,"95585","95200",2.372547,48.977571,"95",Île-de-France
F13- Engins de chantier,"F- Construction, Bâtiment et Travaux publics",F1302-Conducteur / Conductrice d'engins de chantier,ETTI,11954,1,11954,6943,6943,"4 RUE DE SAINT HELENS","",CHALON SUR SAONE,"71076","71100",4.863068,46.796537,"71",Bourgogne-Franche-Comté
